user_id,anime_id,anime_name,predicted_score,is_held_out
853,6675,Redline,0.913773,True
853,901,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",0.9121072,True
853,18,Initial D Fourth Stage,0.8993467,True
853,895,Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,0.88785976,False
853,570,Jin-Rou,0.88675946,True
853,917,Riding Bean,0.86607236,True
890,205,Samurai Champloo,0.98891884,False
890,437,Perfect Blue,0.9844594,True
890,19,Monster,0.9780571,True
890,949,Top wo Nerae! Gunbuster,0.9775403,True
890,578,Hotaru no Haka,0.97630376,True
890,523,Tonari no Totoro,0.97490454,False
890,2321,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,0.9721567,False
890,1462,Memories,0.9646277,False
890,759,Tokyo Godfathers,0.9577813,False
890,268,Golden Boy,0.95131075,False
943,1565,Pokemon Diamond & Pearl,0.91866446,True
943,552,Digimon Adventure,0.8833674,True
943,35790,Tate no Yuusha no Nariagari,0.86365515,True
943,813,Dragon Ball Z,0.8571795,True
943,37475,Kishuku Gakkou no Juliet,0.8521974,False
943,1526,Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,0.8030325,True
943,28405,Ansatsu Kyoushitsu: Deai no Jikan,0.79825944,True
943,35203,Isekai wa Smartphone to Tomo ni.,0.7954641,True
943,33487,Masamune-kun no Revenge,0.78776777,True
943,32262,Renai Boukun,0.781984,True
985,14227,Tonari no Kaibutsu-kun,0.99418736,True
985,3470,Special A,0.9658076,True
985,15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,0.9409817,True
985,16866,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,0.9372113,True
985,21327,Isshuukan Friends.,0.9238412,False
985,30123,Akagami no Shirayuki-hime,0.91119355,True
985,1965,Sola,0.901006,False
985,13759,Sakura-sou no Pet na Kanojo,0.890616,False
985,4752,Vampire Knight: Guilty,0.8873551,True
985,3457,Vampire Knight,0.88466823,True
1177,164,Mononoke Hime,0.96431226,True
1177,468,Innocence,0.9462343,False
1177,22135,Ping Pong the Animation,0.93900335,True
1177,199,Sen to Chihiro no Kamikakushi,0.92902344,True
1177,1033,Sennen Joyuu,0.92557627,True
1177,820,Ginga Eiyuu Densetsu,0.9199186,True
1177,6351,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",0.9178837,True
1177,44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,0.89890754,True
1177,14397,Chihayafuru 2,0.87582415,True
1177,523,Tonari no Totoro,0.8680111,True
1231,32281,Kimi no Na wa.,0.9646621,True
1231,36098,Kimi no Suizou wo Tabetai,0.91153663,True
1231,14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,0.9013179,True
1231,5300,Zoku Natsume Yuujinchou,0.8825353,True
1231,31173,Akagami no Shirayuki-hime 2nd Season,0.87271714,True
1231,16417,Tamako Market,0.8719156,False
1231,32983,Natsume Yuujinchou Go,0.85145676,True
1231,10029,Coquelicot-zaka kara,0.84287524,True
1231,5177,Denpa-teki na Kanojo,0.84044355,True
1231,37095,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",0.8403567,True
1289,30276,One Punch Man,0.9822205,True
1289,12859,One Piece Film: Z,0.95593566,True
1289,31490,One Piece Film: Gold,0.9542673,True
1289,30544,Gakusen Toshi Asterisk,0.94575375,True
1289,36456,Boku no Hero Academia 3rd Season,0.9401421,True
1289,33674,No Game No Life: Zero,0.9370958,False
1289,32901,Eromanga-sensei,0.93457115,False
1289,38408,Boku no Hero Academia 4th Season,0.89715326,True
1289,23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,0.8960273,True
1289,30363,Shinmai Maou no Testament Burst,0.8918081,True
1393,1121,Pokemon Movie 06: Nanayo no Negaiboshi Jirachi,0.98233366,True
1393,14467,K,0.966516,False
1393,1313,Digimon Adventure 02,0.9633241,True
1393,32281,Kimi no Na wa.,0.96257,True
1393,8888,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,0.9399838,True
1393,34299,Digimon Adventure tri. 4: Soushitsu,0.9398372,True
1393,20785,Mahouka Koukou no Rettousei,0.93563366,True
1393,28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",0.9330272,False
1393,30503,Noragami Aragoto,0.9165562,False
1393,356,Fate/stay night,0.90885836,False
1397,21995,Ao Haru Ride,0.8829781,True
1397,31405,Joker Game,0.8826906,False
1397,31733,Bishoujo Senshi Sailor Moon Crystal Season III,0.84018016,True
1397,21327,Isshuukan Friends.,0.8199344,True
1397,10408,Hotarubi no Mori e,0.8134402,True
1397,2966,Ookami to Koushinryou,0.8016731,True
1397,532,Bishoujo Senshi Sailor Moon S,0.79442465,True
1397,14293,Nerawareta Gakuen,0.7908958,False
1397,23283,Zankyou no Terror,0.7884172,False
1397,513,Tenkuu no Shiro Laputa,0.78414124,True
1407,4280,Kara no Kyoukai 4: Garan no Dou,0.95837164,True
1407,9756,Mahou Shoujo Madoka★Magica,0.93382865,True
1407,790,Ergo Proxy,0.93067867,True
1407,14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,0.9297273,True
1407,25183,Gangsta.,0.9093168,False
1407,10521,Working'!!,0.89501894,True
1407,24439,Kekkai Sensen,0.8946976,True
1407,2167,Clannad,0.89342535,True
1407,21339,Psycho-Pass Movie,0.8933572,True
1407,32380,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,0.88336164,False
1469,1506,Detective Conan Movie 10: Requiem of the Detectives,0.95434666,True
1469,37675,Overlord III,0.9283861,False
1469,38790,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,0.92680085,True
1469,35073,Overlord II,0.92566556,False
1469,33674,No Game No Life: Zero,0.9249,True
1469,1119,Pokemon Movie 04: Celebi Toki wo Koeta Deai,0.92384064,False
1469,18617,Girls & Panzer Movie,0.919441,True
1469,1366,Detective Conan Movie 07: Crossroad in the Ancient Capital,0.9112015,True
1469,528,Pokemon Movie 01: Mewtwo no Gyakushuu,0.8740617,False
1469,31764,Nejimaki Seirei Senki: Tenkyou no Alderamin,0.8528684,False
1470,28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",0.98121613,True
1470,39468,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,0.9706002,True
1470,17265,Log Horizon,0.9567332,True
1470,4081,Natsume Yuujinchou,0.9438693,True
1470,15809,Hataraku Maou-sama!,0.93845016,False
1470,31376,Flying Witch,0.9208352,True
1470,10357,Jinrui wa Suitai Shimashita,0.90701306,False
1470,17549,Non Non Biyori,0.89349544,True
1470,5341,Ookami to Koushinryou II,0.892726,False
1470,21273,Gochuumon wa Usagi Desu ka?,0.890034,True
1483,9253,Steins;Gate,0.9458487,True
1483,849,Suzumiya Haruhi no Yuuutsu,0.9322564,True
1483,5081,Bakemonogatari,0.9292864,True
1483,13367,"Kono Naka ni Hitori, Imouto ga Iru!",0.9275832,False
1483,10080,Kami nomi zo Shiru Sekai II,0.9270764,False
1483,19369,Outbreak Company,0.9149716,True
1483,7590,Mayoi Neko Overrun!,0.9060313,False
1483,14199,Oniichan dakedo Ai sae Areba Kankeinai yo ne!,0.8939944,False
1483,21085,Witch Craft Works,0.8916043,True
1483,8525,Kami nomi zo Shiru Sekai,0.8892591,False
1612,28977,Gintama°,0.9937568,True
1612,16498,Shingeki no Kyojin,0.9891713,False
1612,15335,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,0.987455,True
1612,32182,Mob Psycho 100,0.9560087,True
1612,22265,Free!: Eternal Summer,0.95182425,True
1612,32948,Fune wo Amu,0.9448918,True
1612,34451,Kekkai Sensen & Beyond,0.9447618,False
1612,36649,Banana Fish,0.94237715,False
1612,14227,Tonari no Kaibutsu-kun,0.93203926,True
1612,1535,Death Note,0.92739147,False
1627,9330,Dragon Crisis!,0.960715,True
1627,12119,Natsu-iro Kiseki,0.948704,True
1627,13367,"Kono Naka ni Hitori, Imouto ga Iru!",0.93434227,True
1627,10495,Yuru Yuri,0.9339577,True
1627,11433,Ano Natsu de Matteru,0.9305422,True
1627,6213,Toaru Kagaku no Railgun,0.90985143,True
1627,10294,Towa no Quon 1: Utakata no Kaben,0.8999345,True
1627,19367,Galilei Donna,0.8995968,True
1627,13759,Sakura-sou no Pet na Kanojo,0.8874505,True
1627,10578,C³,0.88641363,True
1629,5680,K-On!,0.9778773,True
1629,5356,Canaan,0.97479045,False
1629,5081,Bakemonogatari,0.9527094,True
1629,3958,Kannagi,0.94263077,False
1629,4181,Clannad: After Story,0.9424494,True
1629,10087,Fate/Zero,0.93722403,True
1629,11597,Nisemonogatari,0.9348657,False
1629,9751,Strike Witches Movie,0.9311448,False
1629,2787,Shakugan no Shana II (Second),0.9299241,False
1629,9379,Denpa Onna to Seishun Otoko,0.92769307,True
1694,37993,Watashi ni Tenshi ga Maiorita!,0.9525367,True
1694,19815,No Game No Life,0.9490056,True
1694,6347,Baka to Test to Shoukanjuu,0.94560313,True
1694,29787,Gochuumon wa Usagi Desu ka??,0.93644303,True
1694,8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,0.9326158,True
1694,31080,Anne Happy♪,0.92451894,True
1694,9181,Motto To LOVE-Ru,0.91454387,True
1694,1195,Zero no Tsukaima,0.9139326,True
1694,12403,Yuru Yuri♪♪,0.90424204,True
1694,30355,Wakaba*Girl,0.90012366,False
1803,27787,Nisekoi:,0.94709104,False
1803,30654,Ansatsu Kyoushitsu 2nd Season,0.93198544,True
1803,11319,Zero no Tsukaima F,0.929781,True
1803,10067,Angel Beats!: Another Epilogue,0.92283285,True
1803,430,Fullmetal Alchemist: The Conqueror of Shamballa,0.88309354,True
1803,2026,Hayate no Gotoku!,0.87450033,True
1803,18393,Fairy Tail x Rave,0.86993694,False
1803,8888,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,0.8609972,True
1803,12565,Fate/Prototype,0.8576089,False
1803,24227,Nisekoi OVA,0.85551614,False
1817,28891,Haikyuu!! Second Season,0.9923764,True
1817,4081,Natsume Yuujinchou,0.9738294,True
1817,37510,Mob Psycho 100 II,0.95663285,True
1817,5300,Zoku Natsume Yuujinchou,0.9449025,True
1817,33486,Boku no Hero Academia 2nd Season,0.9351983,True
1817,40716,Kakushigoto (TV),0.92065895,False
1817,36653,Tsurune: Kazemai Koukou Kyuudoubu,0.9186556,True
1817,31043,Boku dake ga Inai Machi,0.9158709,True
1817,37569,Sirius,0.9136183,True
1817,34822,Tsuki ga Kirei,0.8966767,False
1878,2104,Seto no Hanayome,0.9876029,True
1878,64,Rozen Maiden,0.97418267,False
1878,3712,Zero no Tsukaima: Princesses no Rondo,0.9684531,True
1878,2993,Rosario to Vampire,0.9645801,True
1878,4224,Toradora!,0.9564991,True
1878,2787,Shakugan no Shana II (Second),0.9491023,True
1878,3654,Macademi Wasshoi!,0.946782,True
1878,68,Black Cat (TV),0.9322219,False
1878,3470,Special A,0.91138726,True
1878,4744,Akaneiro ni Somaru Saka,0.910166,False
1946,12467,Nazo no Kanojo X,0.83041114,False
1946,963,"Love Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na""",0.82529444,False
1946,9047,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato Desu kara,0.7920636,True
1946,31952,Kono Bijutsubu ni wa Mondai ga Aru!,0.76958627,True
1946,10469,Sayonara Zetsubou Sensei Special,0.75807905,False
1946,11235,Amagami SS+ Plus,0.7537405,True
1946,34350,Alice to Zouroku,0.75372,True
1946,10119,Seitokai Yakuindomo OVA,0.7282235,True
1946,9367,Freezing,0.72094804,True
1946,10067,Angel Beats!: Another Epilogue,0.715,True
2037,6702,Fairy Tail,0.95834005,False
2037,32937,Kono Subarashii Sekai ni Shukufuku wo! 2,0.9408386,True
2037,36949,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,0.9398216,False
2037,21405,Bokura wa Minna Kawai-sou,0.9346287,False
2037,23289,Gekkan Shoujo Nozaki-kun,0.92893517,False
2037,14289,Sukitte Ii na yo.,0.92446935,False
2037,24227,Nisekoi OVA,0.9109353,False
2037,19815,No Game No Life,0.9087052,True
2037,35972,Fairy Tail: Final Series,0.90135574,True
2037,25777,Shingeki no Kyojin Season 2,0.8987939,True
2162,1519,Black Lagoon: The Second Barrage,0.9498344,True
2162,52,Kidou Tenshi Angelic Layer,0.9125787,True
2162,5114,Fullmetal Alchemist: Brotherhood,0.9004115,False
2162,849,Suzumiya Haruhi no Yuuutsu,0.9003292,False
2162,238,Rekka no Honoo,0.89496535,True
2162,156,X,0.8876136,True
2162,1575,Code Geass: Hangyaku no Lelouch,0.8642902,True
2162,202,Wolf's Rain,0.8571618,True
2162,33,Kenpuu Denki Berserk,0.8527049,True
2162,430,Fullmetal Alchemist: The Conqueror of Shamballa,0.8512663,True
2235,1118,Pokemon Movie 03: Kesshoutou no Teiou Entei,0.98786944,True
2235,18507,Free!,0.98128146,True
2235,8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,0.9790165,True
2235,527,Pokemon,0.94151324,True
2235,21327,Isshuukan Friends.,0.9404347,True
2235,10278,The iDOLM@STER,0.93671376,True
2235,21995,Ao Haru Ride,0.93191326,False
2235,31964,Boku no Hero Academia,0.92805916,True
2235,442,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,0.92800957,True
2235,11771,Kuroko no Basket,0.92457664,True
2236,801,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,0.9706604,True
2236,9515,Highschool of the Dead: Drifters of the Dead,0.9423475,True
2236,5114,Fullmetal Alchemist: Brotherhood,0.9359194,False
2236,270,Hellsing,0.93549174,True
2236,72,Full Metal Panic? Fumoffu,0.9131659,True
2236,6573,Darker than Black: Ryuusei no Gemini,0.906186,True
2236,6421,Fullmetal Alchemist: Brotherhood Specials,0.89683884,False
2236,7817,B-gata H-kei,0.88062966,True
2236,71,Full Metal Panic!,0.8778127,True
2236,10948,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma na Hibi,0.8772074,False
2303,16894,Kuroko no Basket 2nd Season,0.9808201,True
2303,28171,Shokugeki no Souma,0.9635505,True
2303,10379,Natsume Yuujinchou San,0.9531477,True
2303,24277,Yowamushi Pedal: Grande Road,0.9526989,True
2303,25313,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,0.9415332,False
2303,32828,Amaama to Inazuma,0.9396009,True
2303,918,Gintama,0.93468183,True
2303,28701,Fate/stay night: Unlimited Blade Works 2nd Season,0.9271804,True
2303,22789,Barakamon,0.91626835,True
2303,33988,Demi-chan wa Kataritai,0.91334957,True
2414,16732,Kiniro Mosaic,0.9654695,True
2414,934,Higurashi no Naku Koro ni,0.9292903,True
2414,27989,Hibike! Euphonium,0.89960575,False
2414,7311,Suzumiya Haruhi no Shoushitsu,0.88197935,True
2414,37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,0.8804344,True
2414,22147,Amagi Brilliant Park,0.8789095,True
2414,12189,Hyouka,0.87834483,True
2414,37779,Yakusoku no Neverland,0.87050205,False
2414,33089,Kemono Friends,0.868848,False
2414,2025,Darker than Black: Kuro no Keiyakusha,0.8662059,True
2483,10087,Fate/Zero,0.990302,True
2483,15051,Love Live! School Idol Project,0.9820362,False
2483,9617,K-On! Movie,0.97926027,True
2483,28701,Fate/stay night: Unlimited Blade Works 2nd Season,0.9709574,False
2483,7472,Gintama Movie 1: Shinyaku Benizakura-hen,0.9533921,True
2483,5118,Suzumiya Haruhi-chan no Yuuutsu,0.9431742,True
2483,11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,0.93297243,True
2483,20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,0.9186149,True
2483,6922,Fate/stay night Movie: Unlimited Blade Works,0.90530425,False
2483,25835,Shirobako,0.90324354,True
2885,31758,Kizumonogatari III: Reiketsu-hen,0.9840247,True
2885,11597,Nisemonogatari,0.9819021,True
2885,4280,Kara no Kyoukai 4: Garan no Dou,0.9602919,True
2885,20507,Noragami,0.95704484,True
2885,34599,Made in Abyss,0.95244145,True
2885,5114,Fullmetal Alchemist: Brotherhood,0.95064616,True
2885,13759,Sakura-sou no Pet na Kanojo,0.9345291,True
2885,4282,Kara no Kyoukai 5: Mujun Rasen,0.91491044,True
2885,14227,Tonari no Kaibutsu-kun,0.89415145,False
2885,31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",0.88873386,True
2976,38793,Tensei shitara Slime Datta Ken OVA,0.9073043,True
2976,31764,Nejimaki Seirei Senki: Tenkyou no Alderamin,0.89246845,True
2976,38883,Haikyuu!!: To the Top,0.8887394,True
2976,34480,Shokugeki no Souma: Ni no Sara OVA,0.8802456,True
2976,40004,Bokutachi wa Benkyou ga Dekinai!,0.86346054,True
2976,39196,Mairimashita! Iruma-kun,0.85770994,True
2976,37621,Karakai Jouzu no Takagi-san: Water Slide,0.85507166,False
2976,25389,"Dragon Ball Z Movie 15: Fukkatsu no ""F""",0.8290297,False
2976,34451,Kekkai Sensen & Beyond,0.82635343,True
2976,40776,Haikyuu!!: To the Top 2nd Season,0.81094736,True
3333,901,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",0.98921984,True
3333,899,Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,0.974006,True
3333,898,Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,0.96731645,True
3333,37779,Yakusoku no Neverland,0.9476914,True
3333,34542,Inuyashiki,0.8864951,False
3333,37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,0.8819815,True
3333,19815,No Game No Life,0.8701411,True
3333,35839,Sora yori mo Tooi Basho,0.8661389,True
3333,29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,0.8638177,True
3333,10863,Steins;Gate: Oukoubakko no Poriomania,0.8605854,True
3502,9253,Steins;Gate,0.9658287,True
3502,11757,Sword Art Online,0.96240747,True
3502,4447,Detective Conan Movie 12: Full Score of Fear,0.9594343,True
3502,11061,Hunter x Hunter (2011),0.936986,True
3502,11033,"Natsu-iro Egao de 1, 2, Jump!",0.927642,False
3502,34599,Made in Abyss,0.92458236,True
3502,1535,Death Note,0.9008147,True
3502,25183,Gangsta.,0.87051135,False
3502,13601,Psycho-Pass,0.86846834,True
3502,12637,"Mogyutto ""Love"" de Sekkinchuu!",0.8555114,False
3533,889,Black Lagoon,0.98160845,True
3533,5356,Canaan,0.95062536,False
3533,35073,Overlord II,0.94205827,True
3533,3783,Kara no Kyoukai 3: Tsuukaku Zanryuu,0.9406906,True
3533,23281,Psycho-Pass 2,0.92809963,True
3533,27775,Plastic Memories,0.91549534,True
3533,29803,Overlord,0.91200405,True
3533,37779,Yakusoku no Neverland,0.908356,True
3533,3652,Higurashi no Naku Koro ni Rei,0.8913276,False
3533,8937,Toaru Majutsu no Index II,0.89065826,True
3578,22663,Seiken Tsukai no World Break,0.8778679,True
3578,4985,Mahou Shoujo Lyrical Nanoha: The Movie 1st,0.84569395,True
3578,11751,Senki Zesshou Symphogear,0.8199216,False
3578,6682,11eyes,0.8191878,True
3578,8536,Fortune Arterial: Akai Yakusoku,0.8189059,True
3578,7079,Ookamikakushi,0.81066066,True
3578,16011,Tokyo Ravens,0.8070626,True
3578,5772,Akaneiro ni Somaru Saka: Hardcore,0.7827874,True
3578,7590,Mayoi Neko Overrun!,0.7821036,True
3578,1250,Erementar Gerad,0.7723109,True
3644,2847,Pokemon Movie 10: Dialga vs. Palkia vs. Darkrai,0.99187696,True
3644,1119,Pokemon Movie 04: Celebi Toki wo Koeta Deai,0.9903093,True
3644,1526,Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,0.9899974,True
3644,22265,Free!: Eternal Summer,0.9700407,True
3644,26213,Free!: Eternal Summer - Kindan no All Hard!,0.9018079,True
3644,874,Digimon Tamers,0.8970902,True
3644,853,Ouran Koukou Host Club,0.87778413,True
3644,6637,Higashi no Eden Movie II: Paradise Lost,0.84787256,False
3644,2787,Shakugan no Shana II (Second),0.836787,True
3644,24833,Ansatsu Kyoushitsu,0.8333736,True
3701,22789,Barakamon,0.9698167,True
3701,10408,Hotarubi no Mori e,0.95515645,False
3701,16035,Karneval (TV),0.9318885,True
3701,20903,Harmonie,0.9288315,True
3701,13833,Nagareboshi Lens,0.9233564,False
3701,31173,Akagami no Shirayuki-hime 2nd Season,0.9133933,False
3701,4081,Natsume Yuujinchou,0.9036094,True
3701,30458,"Tokyo Ghoul: ""Jack""",0.9012502,False
3701,24151,Ao Haru Ride OVA,0.88392025,False
3701,22101,Soredemo Sekai wa Utsukushii,0.8805422,True
3812,32901,Eromanga-sensei,0.9671175,False
3812,13759,Sakura-sou no Pet na Kanojo,0.9643133,True
3812,6213,Toaru Kagaku no Railgun,0.95515645,True
3812,37210,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,0.95316124,True
3812,18247,IS: Infinite Stratos 2,0.94401044,False
3812,10209,Kore wa Zombie Desu ka? OVA,0.94365937,True
3812,10080,Kami nomi zo Shiru Sekai II,0.92839277,True
3812,15809,Hataraku Maou-sama!,0.8992239,False
3812,10396,Ben-To,0.88953835,False
3812,5772,Akaneiro ni Somaru Saka: Hardcore,0.8839301,False
3838,16894,Kuroko no Basket 2nd Season,0.9780765,True
3838,23289,Gekkan Shoujo Nozaki-kun,0.9262015,True
3838,5300,Zoku Natsume Yuujinchou,0.9219079,True
3838,27633,Gekkan Shoujo Nozaki-kun Specials,0.90816045,True
3838,31327,Shokugeki no Souma OVA,0.90243304,True
3838,918,Gintama,0.89574176,True
3838,9062,Angel Beats! Specials,0.8784764,True
3838,25781,Shingeki no Kyojin: Kuinaki Sentaku,0.87788516,False
3838,22789,Barakamon,0.87552106,True
3838,33988,Demi-chan wa Kataritai,0.87541527,True
4016,35860,Karakai Jouzu no Takagi-san,0.9721657,False
4016,38993,Karakai Jouzu no Takagi-san 2,0.9652403,False
4016,5680,K-On!,0.956883,True
4016,1535,Death Note,0.9276245,True
4016,35790,Tate no Yuusha no Nariagari,0.92446005,True
4016,38408,Boku no Hero Academia 4th Season,0.9135926,True
4016,7791,K-On!!,0.9105013,True
4016,37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,0.90563136,True
4016,31953,New Game!,0.9018207,True
4016,36038,Net-juu no Susume,0.8935522,False
4134,30831,Kono Subarashii Sekai ni Shukufuku wo!,0.9833243,True
4134,31564,Sansha Sanyou,0.9621953,False
4134,12403,Yuru Yuri♪♪,0.94908756,True
4134,32555,Stella no Mahou,0.9431911,False
4134,431,Howl no Ugoku Shiro,0.9090593,True
4134,35838,Shoujo Shuumatsu Ryokou,0.9059099,False
4134,37393,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",0.90549755,False
4134,32829,Nobunaga no Shinobi,0.90549606,False
4134,813,Dragon Ball Z,0.8963799,False
4134,21863,Mangaka-san to Assistant-san to The Animation,0.88661844,False
4312,27989,Hibike! Euphonium,0.9399525,True
4312,30321,Strike the Blood: Valkyria no Oukoku-hen,0.917709,True
4312,22961,Date A Live II: Kurumi Star Festival,0.899232,True
4312,9181,Motto To LOVE-Ru,0.888684,True
4312,15051,Love Live! School Idol Project,0.86536825,True
4312,24261,Hitsugi no Chaika OVA,0.86399585,True
4312,15609,"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",0.860402,False
4312,30307,Monster Musume no Iru Nichijou,0.8386533,False
